gas_ppm,temperature,motion,label
461.26,39.1,1,WARNING
316.38,35.58,1,WARNING
528.57,43.8,1,WARNING
202.93,29.62,0,SAFE
332.04,33.49,1,WARNING
143.57,27.42,0,SAFE
575.29,36.57,0,WARNING
427.65,44.24,0,WARNING
730.23,72.89,1,DANGER
85.21,25.25,1,SAFE
445.25,38.86,0,WARNING
399.73,39.2,1,WARNING
182.79,20.69,0,SAFE
56.15,29.71,0,SAFE
452.69,41.59,1,WARNING
265.83,28.46,0,SAFE
985.88,59.79,1,DANGER
232.4,26.34,0,SAFE
234.1,23.0,0,SAFE
638.45,49.41,1,DANGER
80.05,20.82,0,SAFE
230.56,24.08,0,SAFE
280.62,22.07,0,SAFE
331.62,40.45,1,WARNING
199.47,20.74,0,SAFE
463.14,32.35,1,WARNING
137.66,20.36,0,SAFE
551.66,40.88,0,WARNING
637.9,72.44,1,DANGER
502.92,42.72,1,WARNING
322.01,34.74,0,WARNING
206.56,27.38,1,SAFE
252.03,21.89,0,SAFE
675.16,49.45,1,DANGER
158.71,28.36,0,SAFE
184.02,20.96,1,SAFE
952.44,69.26,1,DANGER
172.36,28.72,0,SAFE
237.41,27.29,0,SAFE
134.25,19.82,1,SAFE
87.98,22.57,0,SAFE
135.52,20.85,0,SAFE
181.19,28.78,0,SAFE
129.69,28.15,0,SAFE
259.53,24.11,1,SAFE
600.16,66.95,1,DANGER
58.99,28.74,0,SAFE
711.84,57.13,1,DANGER
137.73,25.71,1,SAFE
214.68,23.14,0,SAFE
541.53,34.8,1,WARNING
121.27,21.9,0,SAFE
92.63,25.32,0,SAFE
165.66,27.05,0,SAFE
66.62,19.16,1,SAFE
216.26,29.6,1,SAFE
349.87,31.05,1,WARNING
306.55,44.06,0,WARNING
228.04,18.7,0,SAFE
254.78,22.5,1,SAFE
90.19,25.29,0,SAFE
889.97,56.73,0,DANGER
326.44,39.34,1,WARNING
188.59,18.5,1,SAFE
226.02,18.75,0,SAFE
114.53,18.85,0,SAFE
365.89,30.73,0,WARNING
203.35,18.86,0,SAFE
798.53,48.69,1,DANGER
168.37,23.18,0,SAFE
554.73,39.16,0,WARNING
175.67,27.91,0,SAFE
301.86,43.41,0,WARNING
706.88,48.62,1,DANGER
239.56,21.31,0,SAFE
175.55,25.12,1,SAFE
229.76,22.74,0,SAFE
60.52,21.86,0,SAFE
922.36,56.07,1,DANGER
348.51,31.33,1,WARNING
110.51,29.24,0,SAFE
88.21,29.75,0,SAFE
296.63,25.45,0,SAFE
268.24,24.88,1,SAFE
584.51,31.42,0,WARNING
615.72,68.82,1,DANGER
222.73,18.97,0,SAFE
948.53,73.05,1,DANGER
547.2,33.53,1,WARNING
543.05,36.67,0,WARNING
897.77,55.97,1,DANGER
130.9,18.2,1,SAFE
164.02,23.83,0,SAFE
725.27,51.09,0,DANGER
684.48,50.52,0,DANGER
370.98,32.25,0,WARNING
308.13,31.09,1,WARNING
89.04,21.3,0,SAFE
710.9,74.0,1,DANGER
79.44,24.5,0,SAFE
940.13,51.69,1,DANGER
346.14,33.2,0,WARNING
208.77,19.46,0,SAFE
719.03,72.86,1,DANGER
883.51,60.3,1,DANGER
590.95,33.18,1,WARNING
439.51,39.56,0,WARNING
250.87,23.54,1,SAFE
451.0,43.86,1,WARNING
312.1,35.0,0,WARNING
915.72,58.82,1,DANGER
521.56,30.78,1,WARNING
142.54,18.13,0,SAFE
530.62,38.5,0,WARNING
507.37,32.96,1,WARNING
54.6,22.63,0,SAFE
592.73,39.62,1,WARNING
772.39,52.01,0,DANGER
56.34,21.18,1,SAFE
214.72,27.68,0,SAFE
655.89,73.89,1,DANGER
329.85,31.09,1,WARNING
107.11,19.42,0,SAFE
191.6,23.71,0,SAFE
57.6,29.05,1,SAFE
139.02,25.81,0,SAFE
446.71,41.95,0,WARNING
118.08,22.67,0,SAFE
75.19,27.81,0,SAFE
148.06,20.42,0,SAFE
512.18,42.45,0,WARNING
488.3,43.65,0,WARNING
286.07,27.65,0,SAFE
184.35,27.89,0,SAFE
76.65,29.33,0,SAFE
948.32,70.65,1,DANGER
704.81,54.87,1,DANGER
522.59,31.13,1,WARNING
994.84,69.09,1,DANGER
474.62,32.52,0,WARNING
527.33,38.19,1,WARNING
280.21,26.43,0,SAFE
318.07,40.25,0,WARNING
163.68,25.09,0,SAFE
230.01,25.61,0,SAFE
540.72,38.71,1,WARNING
111.78,29.11,0,SAFE
560.12,34.67,1,WARNING
824.54,48.78,0,DANGER
284.77,27.7,1,SAFE
383.7,40.61,0,WARNING
59.86,24.13,0,SAFE
523.17,35.42,1,WARNING
91.9,27.19,0,SAFE
413.12,41.93,1,WARNING
559.31,37.31,0,WARNING
797.11,60.45,1,DANGER
609.88,52.99,0,DANGER
254.5,20.41,0,SAFE
315.82,38.13,1,WARNING
589.11,39.59,1,WARNING
109.55,25.21,0,SAFE
620.2,59.37,1,DANGER
142.76,21.01,0,SAFE
262.3,23.27,0,SAFE
210.6,21.03,0,SAFE
233.06,29.47,0,SAFE
51.44,27.81,0,SAFE
92.72,18.4,1,SAFE
136.74,18.02,0,SAFE
628.89,77.25,1,DANGER
592.99,31.9,0,WARNING
758.92,60.52,1,DANGER
232.05,23.55,1,SAFE
57.78,29.49,1,SAFE
817.78,47.0,1,DANGER
543.58,37.01,1,WARNING
290.61,24.48,0,SAFE
236.62,26.34,0,SAFE
631.7,79.06,0,DANGER
164.56,20.13,0,SAFE
749.38,78.8,1,DANGER
203.96,20.89,1,SAFE
467.45,41.55,1,WARNING
123.04,22.22,0,SAFE
198.91,27.66,1,SAFE
864.95,67.63,1,DANGER
55.15,27.76,0,SAFE
826.3,53.87,1,DANGER
464.11,40.16,1,WARNING
202.86,24.2,1,SAFE
957.64,57.71,1,DANGER
242.74,26.69,0,SAFE
177.69,23.4,1,SAFE
301.81,34.49,1,WARNING
917.87,45.73,1,DANGER
588.47,42.24,1,WARNING
733.66,64.97,1,DANGER
490.69,41.06,1,WARNING
356.76,34.13,0,WARNING
144.12,22.17,0,SAFE
581.42,36.45,0,WARNING
296.67,19.99,0,SAFE
200.13,21.24,0,SAFE
272.19,27.47,0,SAFE
238.09,22.95,0,SAFE
273.64,27.07,1,SAFE
856.19,75.36,1,DANGER
188.46,23.16,0,SAFE
413.92,40.99,0,WARNING
326.01,38.16,1,WARNING
403.23,30.99,1,WARNING
397.87,43.85,0,WARNING
234.61,19.96,1,SAFE
55.53,19.51,0,SAFE
509.11,44.62,1,WARNING
603.34,67.33,1,DANGER
442.53,33.16,0,WARNING
250.71,28.89,0,SAFE
398.35,35.03,0,WARNING
948.39,66.4,1,DANGER
280.21,27.73,0,SAFE
953.13,47.44,1,DANGER
646.51,49.85,0,DANGER
108.24,18.93,0,SAFE
307.6,44.99,1,WARNING
280.22,19.83,0,SAFE
70.41,18.11,0,SAFE
637.46,65.57,1,DANGER
702.52,46.94,1,DANGER
370.43,39.61,0,WARNING
875.25,46.72,1,DANGER
105.53,22.17,1,SAFE
68.51,25.7,0,SAFE
355.73,41.85,1,WARNING
193.62,18.15,0,SAFE
163.08,24.78,1,SAFE
414.48,41.98,1,WARNING
440.32,33.65,1,WARNING
817.95,52.35,0,DANGER
263.6,28.71,0,SAFE
357.6,35.74,1,WARNING
65.09,22.28,0,SAFE
807.05,63.22,1,DANGER
469.62,34.58,1,WARNING
129.74,24.51,1,SAFE
522.47,39.45,1,WARNING
79.02,26.98,0,SAFE
590.01,38.1,1,WARNING
915.62,58.87,1,DANGER
525.38,34.65,0,WARNING
116.4,28.11,0,SAFE
960.47,65.63,1,DANGER
408.98,30.25,1,WARNING
547.94,34.52,1,WARNING
976.26,54.76,0,DANGER
267.07,29.02,1,SAFE
187.31,20.47,0,SAFE
557.61,39.66,1,WARNING
945.11,62.29,1,DANGER
579.86,36.01,0,WARNING
333.78,39.69,1,WARNING
554.54,31.4,1,WARNING
203.75,23.45,0,SAFE
460.0,36.0,0,WARNING
576.78,34.22,1,WARNING
96.76,25.98,0,SAFE
56.63,18.86,0,SAFE
377.67,41.65,0,WARNING
140.91,29.91,0,SAFE
411.62,38.71,1,WARNING
393.09,32.5,1,WARNING
527.41,40.52,1,WARNING
112.56,22.58,1,SAFE
236.36,27.91,0,SAFE
323.91,43.11,1,WARNING
421.49,32.86,1,WARNING
238.78,25.81,0,SAFE
282.42,24.4,1,SAFE
299.93,24.78,1,SAFE
116.3,26.31,0,SAFE
235.28,20.9,0,SAFE
978.97,64.62,1,DANGER
869.67,79.39,1,DANGER
216.72,24.53,1,SAFE
453.14,35.85,1,WARNING
103.92,21.29,0,SAFE
933.16,79.59,1,DANGER
71.34,26.14,1,SAFE
208.28,19.76,0,SAFE
299.85,28.28,0,SAFE
84.22,21.11,0,SAFE
430.62,44.49,1,WARNING
453.17,34.39,1,WARNING
96.64,25.94,0,SAFE
272.63,27.86,0,SAFE
414.64,39.5,0,WARNING
199.66,22.09,0,SAFE
226.71,20.6,0,SAFE
559.81,31.95,1,WARNING
267.15,22.35,0,SAFE
89.0,22.79,1,SAFE
82.81,24.94,0,SAFE
85.03,22.66,1,SAFE
273.01,27.77,0,SAFE
154.44,18.87,0,SAFE
278.72,27.23,0,SAFE
402.91,34.78,1,WARNING
256.45,23.67,0,SAFE
745.03,46.73,1,DANGER
524.96,44.75,1,WARNING
569.1,32.73,1,WARNING
813.82,55.11,1,DANGER
934.65,61.84,1,DANGER
753.41,45.52,1,DANGER
530.92,36.77,1,WARNING
838.85,46.39,1,DANGER
434.02,33.87,0,WARNING
596.07,31.58,0,WARNING
267.74,29.73,0,SAFE
455.42,33.26,1,WARNING
142.62,29.61,0,SAFE
588.62,35.26,0,WARNING
68.3,22.76,1,SAFE
122.44,28.56,0,SAFE
713.4,58.79,1,DANGER
121.76,21.79,0,SAFE
676.17,51.93,1,DANGER
194.23,24.32,0,SAFE
85.23,26.01,0,SAFE
730.78,62.32,1,DANGER
445.51,42.08,1,WARNING
529.59,35.08,0,WARNING
262.41,19.37,0,SAFE
156.78,26.28,0,SAFE
304.81,33.51,0,WARNING
221.39,29.01,0,SAFE
683.13,48.66,1,DANGER
337.03,43.01,1,WARNING
867.98,45.32,0,DANGER
979.37,56.08,0,DANGER
455.4,44.28,1,WARNING
196.08,19.6,0,SAFE
415.02,42.52,1,WARNING
866.97,66.33,0,DANGER
731.73,78.26,1,DANGER
673.43,48.74,0,DANGER
401.2,44.37,0,WARNING
240.9,18.37,0,SAFE
503.32,31.69,1,WARNING
265.51,20.53,0,SAFE
59.25,26.12,0,SAFE
54.93,29.0,1,SAFE
212.58,29.03,0,SAFE
350.41,30.06,1,WARNING
285.37,29.82,1,SAFE
483.11,33.94,0,WARNING
178.56,21.69,0,SAFE
272.79,24.22,0,SAFE
167.17,21.12,0,SAFE
260.46,23.63,1,SAFE
280.47,20.54,1,SAFE
117.31,20.25,0,SAFE
185.16,22.24,0,SAFE
670.29,69.27,1,DANGER
110.51,18.53,0,SAFE
958.7,48.46,1,DANGER
204.56,29.81,0,SAFE
497.49,39.34,0,WARNING
204.54,18.6,0,SAFE
55.32,18.79,0,SAFE
263.87,19.54,1,SAFE
180.02,24.6,0,SAFE
152.6,18.81,1,SAFE
287.49,25.77,0,SAFE
116.76,18.58,1,SAFE
927.77,64.89,0,DANGER
413.21,39.43,1,WARNING
452.67,35.29,0,WARNING
292.28,18.65,0,SAFE
587.14,42.2,1,WARNING
260.53,18.63,0,SAFE
209.78,27.05,0,SAFE
988.27,54.01,0,DANGER
72.18,26.35,0,SAFE
162.17,28.35,0,SAFE
598.63,32.61,0,WARNING
147.17,22.24,0,SAFE
881.57,53.83,0,DANGER
274.19,18.84,0,SAFE
240.2,19.54,0,SAFE
111.49,25.61,1,SAFE
505.16,42.3,0,WARNING
272.5,18.46,0,SAFE
576.21,32.89,0,WARNING
193.87,26.74,0,SAFE
71.38,25.64,1,SAFE
405.49,38.93,1,WARNING
320.53,36.96,1,WARNING
578.07,36.01,1,WARNING
87.92,27.29,0,SAFE
442.25,42.7,1,WARNING
756.15,73.05,1,DANGER
58.6,24.81,0,SAFE
310.33,36.91,1,WARNING
201.61,23.27,0,SAFE
151.04,26.81,0,SAFE
434.72,39.72,0,WARNING
68.64,25.49,0,SAFE
492.84,35.63,1,WARNING
371.49,32.92,1,WARNING
425.8,41.34,0,WARNING
225.75,19.83,1,SAFE
283.03,20.63,0,SAFE
416.39,36.71,0,WARNING
402.98,40.8,1,WARNING
273.47,21.8,0,SAFE
201.54,24.73,1,SAFE
58.49,26.67,0,SAFE
329.01,32.03,0,WARNING
258.83,28.22,0,SAFE
290.9,27.12,1,SAFE
229.8,25.95,0,SAFE
396.62,40.0,1,WARNING
296.5,23.28,1,SAFE
119.21,18.43,0,SAFE
563.95,41.38,1,WARNING
174.55,18.35,1,SAFE
613.37,61.69,1,DANGER
392.91,37.7,1,WARNING
71.03,26.12,1,SAFE
316.87,42.84,0,WARNING
281.65,23.41,0,SAFE
977.9,54.03,0,DANGER
624.49,69.62,1,DANGER
529.05,44.78,1,WARNING
112.12,28.71,0,SAFE
237.65,26.72,0,SAFE
230.61,28.64,0,SAFE
686.73,57.73,1,DANGER
465.2,37.2,1,WARNING
225.62,23.71,0,SAFE
77.66,19.25,0,SAFE
595.4,41.91,0,WARNING
255.47,27.9,0,SAFE
181.13,28.27,0,SAFE
263.25,19.65,0,SAFE
594.88,40.84,0,WARNING
528.0,30.15,0,WARNING
474.52,36.41,1,WARNING
331.85,30.25,0,WARNING
672.72,66.62,0,DANGER
742.12,52.52,1,DANGER
757.47,55.08,1,DANGER
144.06,21.94,0,SAFE
245.6,23.96,1,SAFE
257.65,27.95,0,SAFE
418.34,40.87,1,WARNING
794.1,68.7,0,DANGER
400.33,40.2,1,WARNING
445.16,31.5,1,WARNING
51.6,26.86,0,SAFE
132.72,25.13,0,SAFE
958.03,60.81,0,DANGER
148.47,20.34,0,SAFE
372.24,43.74,1,WARNING
501.3,42.55,1,WARNING
418.09,39.47,0,WARNING
298.24,29.29,1,SAFE
252.64,28.8,0,SAFE
130.01,26.95,1,SAFE
233.77,19.92,0,SAFE
612.33,50.97,1,DANGER
572.65,38.04,1,WARNING
558.43,41.93,1,WARNING
856.91,72.77,1,DANGER
242.37,27.46,0,SAFE
267.16,22.39,0,SAFE
257.18,27.37,0,SAFE
102.48,25.35,0,SAFE
763.57,73.83,0,DANGER
720.58,67.88,0,DANGER
127.59,25.57,0,SAFE
141.93,19.21,0,SAFE
578.82,38.46,0,WARNING
220.75,28.09,0,SAFE
463.37,31.95,1,WARNING
619.91,62.84,0,DANGER
736.93,69.36,1,DANGER
958.01,60.94,1,DANGER
761.46,68.91,1,DANGER
227.02,27.18,0,SAFE
538.18,43.1,1,WARNING
311.94,30.59,0,WARNING
113.66,21.51,0,SAFE
189.2,27.62,0,SAFE
562.65,41.52,1,WARNING
251.71,29.9,0,SAFE
391.02,34.41,1,WARNING
156.3,21.47,1,SAFE
485.16,40.27,0,WARNING
645.04,56.03,1,DANGER
154.93,22.78,0,SAFE
486.96,33.17,1,WARNING
144.24,20.87,0,SAFE
80.51,26.51,0,SAFE
265.45,22.12,0,SAFE
82.29,21.01,0,SAFE
986.75,75.82,0,DANGER
95.24,29.36,0,SAFE
269.66,22.32,0,SAFE
199.07,27.94,0,SAFE
73.61,24.07,0,SAFE
90.17,19.52,0,SAFE
196.44,23.53,0,SAFE
124.28,18.47,0,SAFE
231.31,29.02,1,SAFE
224.07,28.01,1,SAFE
53.04,18.29,0,SAFE
157.72,24.47,0,SAFE
678.49,62.43,1,DANGER
539.6,31.88,1,WARNING
100.13,23.64,1,SAFE
313.55,31.08,1,WARNING
469.38,33.26,1,WARNING
769.52,74.35,1,DANGER
249.13,22.66,0,SAFE
594.82,40.73,1,WARNING
79.33,21.12,0,SAFE
868.71,45.24,0,DANGER
78.97,24.56,1,SAFE
207.95,26.56,0,SAFE
267.47,29.91,0,SAFE
532.57,31.61,0,WARNING
389.98,30.78,1,WARNING
865.49,63.36,0,DANGER
331.99,44.44,0,WARNING
134.4,27.55,0,SAFE
256.17,21.58,0,SAFE
181.42,21.46,0,SAFE
208.37,21.77,0,SAFE
149.54,21.71,0,SAFE
359.59,31.33,1,WARNING
223.42,18.02,0,SAFE
221.18,21.26,1,SAFE
863.77,63.1,1,DANGER
411.61,43.22,1,WARNING
335.81,43.72,1,WARNING
355.93,30.3,1,WARNING
214.18,18.83,1,SAFE
217.02,28.68,1,SAFE
234.38,25.64,1,SAFE
821.62,49.58,1,DANGER
389.48,40.52,0,WARNING
648.38,63.07,1,DANGER
887.61,48.96,0,DANGER
721.31,63.81,1,DANGER
196.71,26.54,1,SAFE
178.02,28.42,0,SAFE
221.06,20.18,0,SAFE
615.34,48.0,1,DANGER
152.96,29.55,0,SAFE
79.9,26.31,0,SAFE
698.88,51.91,1,DANGER
242.6,27.69,0,SAFE
730.17,72.37,1,DANGER
350.27,31.46,1,WARNING
238.18,23.0,0,SAFE
293.97,21.86,1,SAFE
131.35,18.69,0,SAFE
203.35,18.4,0,SAFE
381.17,30.6,1,WARNING
296.55,21.39,1,SAFE
882.66,77.62,1,DANGER
343.81,39.46,0,WARNING
292.46,27.73,0,SAFE
306.77,34.81,0,WARNING
433.66,43.02,1,WARNING
802.32,67.01,1,DANGER
484.26,30.75,0,WARNING
351.55,36.9,0,WARNING
220.12,29.69,0,SAFE
59.84,26.9,0,SAFE
522.71,44.84,0,WARNING
876.03,74.46,0,DANGER
314.16,39.75,1,WARNING
292.22,21.74,0,SAFE
364.2,32.01,1,WARNING
278.6,22.17,0,SAFE
79.22,19.13,1,SAFE
98.81,19.57,0,SAFE
216.3,28.83,0,SAFE
771.55,78.57,1,DANGER
89.65,27.87,0,SAFE
841.67,76.7,0,DANGER
618.82,66.51,1,DANGER
299.28,21.52,0,SAFE
234.4,21.54,0,SAFE
355.21,37.08,1,WARNING
242.07,18.6,1,SAFE
176.87,25.82,0,SAFE
106.82,24.63,0,SAFE
772.07,63.74,1,DANGER
249.98,21.83,1,SAFE
125.22,25.48,0,SAFE
894.38,51.29,1,DANGER
66.77,25.63,0,SAFE
291.26,21.38,0,SAFE
743.01,73.59,0,DANGER
269.34,19.8,1,SAFE
232.25,19.15,1,SAFE
282.69,26.8,1,SAFE
707.11,49.93,1,DANGER
419.99,42.03,1,WARNING
712.43,47.31,1,DANGER
264.6,25.39,1,SAFE
82.89,24.96,0,SAFE
651.61,65.2,1,DANGER
392.3,42.24,0,WARNING
168.49,27.51,0,SAFE
589.88,33.8,1,WARNING
91.87,18.88,0,SAFE
386.69,36.34,1,WARNING
211.0,26.31,0,SAFE
746.7,54.47,1,DANGER
324.77,31.82,0,WARNING
500.66,38.17,1,WARNING
126.15,20.17,0,SAFE
685.83,74.87,1,DANGER
529.9,32.41,0,WARNING
841.5,73.76,1,DANGER
62.86,27.49,0,SAFE
502.47,34.69,0,WARNING
265.53,23.21,0,SAFE
410.48,42.03,1,WARNING
482.94,44.48,1,WARNING
295.59,28.04,0,SAFE
100.41,21.57,0,SAFE
287.65,29.96,0,SAFE
456.41,35.3,1,WARNING
350.66,32.03,1,WARNING
279.96,29.46,0,SAFE
65.27,23.28,0,SAFE
208.35,22.0,0,SAFE
132.17,25.12,0,SAFE
504.76,30.52,0,WARNING
631.48,72.48,1,DANGER
168.05,26.61,0,SAFE
551.24,44.41,0,WARNING
133.73,27.95,0,SAFE
335.99,38.18,1,WARNING
292.48,26.62,0,SAFE
713.8,73.73,0,DANGER
194.57,25.91,0,SAFE
109.69,20.79,0,SAFE
195.54,25.14,1,SAFE
292.48,21.18,1,SAFE
670.67,59.26,0,DANGER
867.21,51.7,1,DANGER
934.77,62.49,1,DANGER
341.44,42.67,1,WARNING
644.01,56.76,1,DANGER
761.11,71.51,0,DANGER
303.21,37.04,0,WARNING
237.49,28.96,0,SAFE
430.36,31.23,0,WARNING
101.25,22.15,1,SAFE
195.91,29.48,1,SAFE
460.66,44.22,0,WARNING
466.66,43.72,1,WARNING
60.18,25.88,1,SAFE
56.59,22.93,1,SAFE
296.91,24.77,1,SAFE
281.31,29.12,0,SAFE
734.58,55.69,0,DANGER
961.61,58.2,1,DANGER
356.14,37.42,1,WARNING
413.06,41.38,1,WARNING
465.84,41.87,1,WARNING
56.63,27.06,0,SAFE
629.3,45.37,0,DANGER
186.9,26.0,0,SAFE
585.72,31.56,1,WARNING
180.04,23.5,1,SAFE
471.36,44.5,1,WARNING
842.41,46.57,1,DANGER
812.83,69.92,1,DANGER
453.78,37.33,1,WARNING
118.55,20.74,0,SAFE
662.89,48.42,0,DANGER
61.74,25.51,0,SAFE
545.66,34.71,1,WARNING
337.83,31.91,1,WARNING
112.42,28.16,0,SAFE
201.93,24.63,0,SAFE
759.3,74.16,0,DANGER
279.33,24.93,0,SAFE
489.41,36.59,0,WARNING
172.36,22.32,0,SAFE
600.51,47.41,1,DANGER
164.78,18.33,0,SAFE
191.75,22.57,1,SAFE
83.6,18.5,1,SAFE
90.91,22.18,0,SAFE
123.29,19.85,0,SAFE
120.24,23.96,0,SAFE
205.08,24.55,0,SAFE
136.95,19.26,0,SAFE
82.38,21.76,1,SAFE
283.18,28.88,1,SAFE
183.03,24.33,0,SAFE
874.97,60.35,1,DANGER
548.87,43.96,1,WARNING
286.01,23.38,0,SAFE
402.64,37.12,0,WARNING
227.09,20.51,0,SAFE
868.1,53.93,1,DANGER
250.92,29.93,1,SAFE
165.67,27.53,1,SAFE
888.25,61.83,1,DANGER
375.65,36.23,1,WARNING
72.35,28.66,0,SAFE
350.64,32.53,1,WARNING
106.15,21.09,0,SAFE
184.84,26.77,0,SAFE
120.94,19.7,0,SAFE
689.83,78.98,0,DANGER
734.74,65.51,0,DANGER
600.32,73.11,0,DANGER
161.85,28.68,0,SAFE
67.34,26.71,0,SAFE
139.87,22.51,0,SAFE
127.93,27.67,0,SAFE
223.67,20.44,0,SAFE
228.99,21.68,0,SAFE
149.32,25.83,1,SAFE
118.31,18.28,0,SAFE
71.75,19.07,0,SAFE
89.0,22.56,0,SAFE
493.57,35.01,0,WARNING
484.52,31.85,1,WARNING
631.2,62.62,0,DANGER
219.91,25.24,0,SAFE
140.6,22.43,0,SAFE
114.48,20.55,0,SAFE
396.26,42.58,0,WARNING
386.25,35.06,1,WARNING
368.18,42.77,1,WARNING
319.14,42.79,1,WARNING
262.65,23.19,1,SAFE
265.59,28.55,1,SAFE
292.4,29.42,0,SAFE
274.51,28.48,1,SAFE
498.99,35.38,1,WARNING
418.0,32.12,1,WARNING
94.1,26.24,0,SAFE
195.02,19.22,0,SAFE
258.03,19.64,0,SAFE
777.09,48.98,1,DANGER
589.75,35.13,1,WARNING
284.21,29.57,0,SAFE
238.64,27.41,0,SAFE
950.15,46.35,1,DANGER
531.65,34.55,0,WARNING
122.81,29.12,1,SAFE
282.34,25.84,0,SAFE
252.1,19.46,0,SAFE
900.27,63.38,0,DANGER
259.58,23.03,0,SAFE
820.94,59.74,0,DANGER
267.12,19.92,1,SAFE
586.09,38.54,1,WARNING
394.83,33.98,1,WARNING
111.84,19.81,0,SAFE
426.66,38.97,1,WARNING
656.45,66.68,0,DANGER
282.08,23.78,0,SAFE
95.4,19.68,1,SAFE
267.07,21.65,0,SAFE
707.4,65.48,1,DANGER
296.41,19.05,0,SAFE
341.78,36.4,1,WARNING
142.23,26.02,0,SAFE
899.73,62.84,0,DANGER
136.48,27.45,1,SAFE
137.06,21.96,1,SAFE
924.06,60.11,1,DANGER
438.22,44.44,1,WARNING
572.76,32.82,0,WARNING
311.01,43.46,0,WARNING
265.18,24.43,0,SAFE
921.32,52.94,1,DANGER
533.04,36.7,1,WARNING
133.56,21.31,1,SAFE
733.69,65.33,1,DANGER
73.28,20.1,0,SAFE
198.1,26.43,0,SAFE
118.04,27.14,1,SAFE
170.29,22.56,0,SAFE
101.58,28.29,1,SAFE
135.27,22.15,0,SAFE
182.84,26.85,1,SAFE
805.03,58.35,1,DANGER
667.44,55.09,0,DANGER
268.42,27.53,0,SAFE
775.21,70.67,1,DANGER
629.43,58.93,1,DANGER
749.28,46.08,1,DANGER
121.81,29.15,1,SAFE
627.2,77.91,1,DANGER
413.16,32.68,0,WARNING
261.2,19.69,0,SAFE
126.06,25.77,1,SAFE
782.2,63.02,1,DANGER
78.39,18.81,0,SAFE
211.48,23.4,0,SAFE
822.73,73.04,0,DANGER
880.52,47.22,1,DANGER
448.87,35.22,0,WARNING
234.51,22.82,0,SAFE
394.94,43.67,1,WARNING
191.28,18.44,0,SAFE
111.0,18.75,1,SAFE
591.74,34.34,1,WARNING
490.47,34.38,1,WARNING
801.63,73.79,1,DANGER
756.61,53.17,1,DANGER
399.82,32.56,1,WARNING
451.47,30.21,1,WARNING
456.16,44.59,0,WARNING
203.97,23.85,0,SAFE
290.81,18.31,0,SAFE
154.69,24.97,0,SAFE
736.42,50.98,1,DANGER
144.32,28.3,0,SAFE
966.66,46.41,1,DANGER
213.63,28.16,0,SAFE
267.96,20.54,1,SAFE
284.15,25.96,0,SAFE
645.14,68.22,1,DANGER
573.91,33.62,1,WARNING
972.33,69.37,0,DANGER
57.9,27.51,0,SAFE
857.12,68.0,1,DANGER
411.07,37.38,1,WARNING
141.95,25.21,0,SAFE
424.54,30.6,0,WARNING
179.73,23.33,1,SAFE
981.65,55.45,1,DANGER
214.73,27.47,1,SAFE
401.65,37.45,0,WARNING
332.96,30.25,1,WARNING
391.35,35.29,0,WARNING
56.35,19.03,0,SAFE
776.17,49.4,1,DANGER
978.31,74.11,1,DANGER
129.23,20.89,0,SAFE
177.14,22.26,0,SAFE
94.29,19.23,1,SAFE
160.94,26.57,0,SAFE
561.91,33.86,0,WARNING
68.97,19.27,0,SAFE
236.87,19.99,1,SAFE
451.66,35.33,0,WARNING
473.28,32.59,0,WARNING
384.83,43.12,1,WARNING
256.61,18.42,0,SAFE
204.65,27.21,0,SAFE
444.17,30.49,0,WARNING
582.62,42.4,1,WARNING
431.32,34.63,1,WARNING
665.89,56.65,0,DANGER
156.06,25.18,0,SAFE
303.15,36.04,0,WARNING
247.42,19.14,1,SAFE
455.79,42.38,0,WARNING
107.77,27.87,0,SAFE
770.36,75.02,1,DANGER
171.13,23.01,1,SAFE
474.93,34.8,0,WARNING
659.24,62.02,1,DANGER
571.59,43.68,0,WARNING
85.02,19.18,0,SAFE
341.19,32.45,1,WARNING
100.46,29.43,1,SAFE
416.17,32.97,0,WARNING
428.13,38.83,0,WARNING
698.4,67.67,1,DANGER
572.83,38.47,0,WARNING
55.02,27.83,0,SAFE
453.33,38.53,1,WARNING
874.41,76.8,1,DANGER
795.44,52.1,1,DANGER
524.81,38.8,0,WARNING
287.6,23.24,0,SAFE
312.93,44.87,1,WARNING
429.16,32.76,0,WARNING
202.39,19.53,1,SAFE
466.54,38.94,0,WARNING
518.43,38.49,1,WARNING
109.39,22.24,0,SAFE
941.36,55.61,1,DANGER
965.85,77.93,0,DANGER
192.69,26.99,1,SAFE
389.42,41.32,1,WARNING
810.64,59.45,1,DANGER
254.31,29.07,0,SAFE
214.61,24.0,0,SAFE
175.85,21.32,1,SAFE
510.24,41.64,0,WARNING
427.13,44.94,1,WARNING
274.28,19.62,1,SAFE
346.36,44.79,0,WARNING
140.05,26.16,0,SAFE
240.61,25.1,0,SAFE
75.78,24.65,0,SAFE
129.5,24.75,0,SAFE
90.41,21.74,0,SAFE
154.73,22.61,0,SAFE
532.35,40.38,0,WARNING
218.36,18.51,0,SAFE
578.64,32.82,0,WARNING
563.97,37.17,0,WARNING
973.47,75.25,0,DANGER
358.71,43.36,1,WARNING
778.91,66.18,0,DANGER
220.04,18.63,0,SAFE
481.29,44.97,1,WARNING
618.43,52.22,0,DANGER
596.65,39.43,1,WARNING
101.28,26.69,0,SAFE
518.79,43.73,1,WARNING
